title, description, offer_text, is_online, category, start_date, end_date
,,Flat 30% Off at OYO Rooms,N,Travel,2018-04-20,2018-04-19
,,Upto 15% off on Business and Economy Class,N,Travel,2017-02-13,2017-04-07
,,Plan your travel through via.com & get exclusive discounts*,N,Travel,2016-06-27,2017-06-30
,,,Y,Dining,2018-02-13,2018-09-30
,,Enjoy 10% Off on Hertz,N,Travel,2017-11-14,2017-12-31
,,Now get 10% discount on all flights booked on www.indigo.in . Know more,Y,Travel,2014-12-21,2015-05-31
,,Avail flat 20%*off at Dominos,N,,2015-12-30,2016-12-31
,,Convenient Commute within easy reach!,N,Travel,2015-11-23,2016-09-17
,,Upto Rs. 3000 Off at Yatra,Y,Travel,2018-04-20,2018-12-31
,,Get upto 12% discount on British Airways,N,Travel,2016-09-08,2016-10-31
,,,N,Dining,2017-10-12,2017-10-18
,,Exclusive EMI offer on your SBI Card at nearest LG Shoppe,N,Shopping,2015-04-02,2023-04-30
,,International travel offers at MakeMyTrip,Y,Travel,2018-09-28,2018-12-31
,,Zoomcar Cashback Offer,N,Travel,2018-11-22,2018-12-22
,,40% Off on OYO hotels at GoIbibo,Y,Travel,2018-11-23,2018-12-04
,,Flat Rs 600 off on domestic flights at Ixigo,Y,Travel,2018-11-06,2018-12-31
,,MakeMyTrip Offers,Y,Travel,2018-11-06,2018-12-31
,,Travel offers at GoIbibo,Y,Travel,2018-11-06,2018-12-31
,,,N,,2018-08-01,2018-08-16
,,Test HG,N,Shopping,2016-10-14,2016-10-24
,,Exclusive travel offers at TravelXP,Y,Travel,2018-07-09,2019-06-30
,,Clarks Hotels Offer,Y,Travel,2018-06-14,2019-06-14
,,,N,Shopping,2016-12-01,2017-01-10
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
,,Exclusive EMI offer on your SBI Card at nearest HP store,N,Shopping,2014-04-01,2020-04-30
,,Exclusive EMI offer on your SBI Card at nearest Dr Batra Clinic,N,,2015-01-15,2020-04-30
,,Exclusive EMI offer on your SBI Card at nearest Hotspot Store,N,,2015-01-15,2024-04-30
,,Exclusive EMI offer on your SBI Card at nearest Bose store,N,Shopping,2014-04-01,2020-04-30
,,Exclusive EMI offer on your SBI Card at nearest Reliance Digital store,N,,2015-04-02,2029-09-30
,,Exclusive EMI offer on your SBI Card at nearest Sangeetha store,N,,2015-04-01,2021-04-30
,,Exclusive EMI offer on your SBI Card at nearest Croma store,N,,2014-04-01,2025-04-30
,,Exclusive EMI offer on your SBI Card at nearest Canon store,N,Shopping,2015-04-03,2020-04-30
,,Exclusive EMI offer on your SBI Card at Lenovo stores,N,,2014-04-01,2025-04-30
,,Exclusive EMI offer on your SBI Card at nearest LG Mobile store,N,,2015-01-15,2020-09-30
,,Exclusive EMI offer on your SBI Card at nearest Sony Mobile store,N,,2014-04-01,2023-04-29
,,Exclusive EMI offer on your SBI Card at Hitachi stores,N,,2014-04-01,2020-04-30
,,Exclusive EMI offer on your SBI Card at nearest Sleepwell store,N,,2015-01-15,2020-04-30
,,Exclusive EMI offer on your SBI Card at nearest Nikon store,N,Shopping,2015-01-15,2020-04-30
,,Exclusive EMI offer on your SBI Card at nearest Univercell store,N,,2015-04-01,2023-04-30
,,Exclusive EMI offer on your SBI Card at nearest Sony store,N,Shopping,2014-04-01,2023-04-30
,,Exclusive EMI offer on your SBI Card at nearest VLCC outlet,N,,2015-01-15,2020-04-30
,,EMI at Home Town Stores,Y,Shopping,2018-04-11,2021-12-31
,,EMI at Shoppers Stop Stores,Y,Shopping,2018-04-11,2021-12-31
,,EMI offer on your SBI Card at nearest Oppo Stores,N,Shopping,2018-03-26,2021-12-31
,,EMI offer on your SBI Card at nearest Vivo Stores,N,Shopping,2018-03-26,2021-12-31
,,Upto 8% discount at Pinki Travels,Y,Travel,2018-03-16,2018-12-31
,,10%off on the Best Unrestricted Rate,N,Travel,2014-12-22,2015-06-01
,,,Y,Lifestyle,2015-02-01,2015-03-31
,,,N,,2015-03-10,2015-03-16
,,,N,,2015-02-01,2015-03-15
,,,Y,Lifestyle,2015-02-01,2015-04-30
,,,N,,2015-02-01,2015-03-15
,,,N,,2017-04-10,2017-04-25
,,,Y,Lifestyle,2015-02-01,2015-04-30
